NEWpi	gerp	mr	tau	SIFTsorghum	SIFTcounts	frac	rho	Mpi	Mexp	Sexp	winLen	geneLen
0.019	0.399794	1.356061	23.474347	0.7517021277	47	1	0	0.00441082	0.4686781856	0.3755923127	26605	11567
0.0324	0.266748	1.382265	5.099783	0.6833333333	3	0	59.15	0.00445861	2.4197804384	2.0421152148	15213	1382
0.0213	-0.058492	1.715747	3.944043	0.5781395349	43	2	58.8	0.0070499639861908	1.33142469532302	1.2861307084	7613	3530
0.0212	-0.156942	1.865175	3.121444	0.6676027397	146	2	41.39	0.00745998470251563	1.10694064307492	1.1051921312	14307	3611
0.0155	0.384192	1.240936	12.041442	0.512	20	0	32.5	0.00230159	0.4243838154	0.6092191676	8542	1854
0.0303	0.01224	0.526518	5.635035	0	3	2	18.7	0.00918133550078685	1.08710962276678	0.5432326932	3662	1569
0.0245	0.128386	1.308573	14.301642	0.622	15	2	7.08	0.00873300725961977	1.83298352058517	1.7287909320117	3350	1001
0.023	0.140575	1.297947	6.873095	0.5714285714	7	1	41.88	0.002271415	1.73716711719722	1.5770613701779	5315	1007
0.0218	0.420068	1.693962	9.531271	0.5861538462	13	0	21.55	0.00081219	1.50194247401216	1.29655683891525	8730	2148
0.0388	0.209659	0.730941	17.507561	1	2	1	9.61	0.001879725	0.6520308034	0.7340016516	8332	4788
0.0135	0.263669	1.29971	23.047856	0.531	10	0	1.84	0.00220067	0.5890937924	0.5516037479	7533	4007
0.0035	0.350329	1.877204	41.206934	0	0	2	21.51	0.00536565036022254	1.02417822795231	0.8709033817	2293	1954
0.0211	0.161184	1.030504	30.022714	0.5975	4	0	18.7	0.00671557	0.4411372397	0.3506041543	3412	3242
0.0212	0.149363	1.302869	29.940731	0.832	5	0	0	0.00303608	0.666486522582604	0.4397636579	5745	4415
0.0272	0.313874	1.320279	19.88661	0.8021052632	19	0	0	0.0044089	0.4930929299	0.3918489459	5803	3982
0.0307	0.136121	0.532434	3.097165	0.7871875	32	2	14.82	0.00792390383105823	1.30207511530727	0.6591877133	7971	4106
0.0248	0.228013	1.130109	17.687891	0.586	5	2	9.99	0.0065805232057768	0.826932040517788	0.7151374036	7837	3936
0.0278	-0.050459	0.974748	13.984931	0.7352941176	17	2	22.93	0.0081208694166487	0.82609063718687	0.6590772674	4247	2325
0.0188	0.186322	0.736758	13.827481	0.7	3	0	0	0.00108754	0.8217812478	0.3714115223	3930	2438
0.0177	0.043025	0.376975	1.154594	0	2	2	3.7	0.0151408025443681	0.811276820800824	0.59713038498425	1132	401
0.0152	0.672216	1.498226	27.712295	0.70375	8	0	0	0.00161993	0.7232947081	0.5067047159	5742	3113
0.0127	0.589146	1.439257	10.432752	0.5717647059	17	0	0	0.00777615	0.5820414405	0.5959797159	11465	2480
0.0165	0.462854	1.465071	4.110651	0.6033333333	3	2	0	0.00627041117407577	1.52309999744602	1.23132207	12327	1760
0.0156	0.19273	1.098601	10.880764	0.69	5	1	1.69	0.0040058	0.993602034	0.8842502458	10127	1737
0.0255	-0.019545	1.176484	3.303024	0.5721428571	14	2	0	0.00861819785790175	2.28042744341468	2.0994789096	6714	945
0.0371	-0.067398	1.406803	0.607156	0.735	8	2	0	0.0122464183096697	2.15441474692803	1.8243274006	5394	771
0.0223	0.059243	0.522957	4.688487	0	0	0	1.1	0.0074483	2.0156963465	1.1540189841	10136	1398
0.0279	-0.093977	0.383594	0.966905	0.11	6	2	2.52	0.00933002387821083	1.77428315670204	1.7993956821	8098	1269
0.013	0.05901	1.541776	6.077288	0.3233333333	6	2	0	0.00795872781731201	0.840473633339479	0.7980563285	5693	3900
0.0084	0.259735	1.504565	34.08112	0.5275	4	0	15.93	0.006209	0.6150823163	0.4795352463	3803	3321
0.0074	0.523713	1.618028	33.808934	0.3	7	0	12.91	0.00386345	0.5760662312	0.5461431122	7555	5229
0.0103	0.196124	0.837193	29.156494	0.61	3	1	6.83	0.00573723	0.5398675435	0.2134890818	7930	5142
0.0117	0.145324	1.66227	28.891438	0.52	7	0	9.06	0.00665189	0.8063903648	0.2742061539	3247	2463
0.015	-0.019602	0.854064	22.377632	0.52125	8	1	10.05	0.00397494	0.5310749479	0.5685823104	2660	1801
0.0157	0.225792	1.185291	16.723226	0.5814285714	14	0	11.39	0.00732832	1.9906920202	1.8609782839	5425	2786
0.0251	0.092057	0.713212	17.084271	0.4853333333	15	0	15.67	0.00770913	1.6624912567	0.6773309601	6224	3479
0.019	0.263483	0.921364	19.073356	0	1	1	17.71	0.003474755	0.9917051848	0.6995550573	2890	1528
0.0108	0.164527	0.51717	19.141094	0.585	2	0	8.34	0.00436752	1.6234011865	0.4305346345	5833	5148
0.0224	0.574894	1.679774	11.908855	0.364	5	1	0.12	0.007932455	1.3038667233	1.1722172847	11542	2408
0.025	0.539089	1.472023	20.810889	0.5473076923	26	1	7.31	0.0036915	0.6436601961	0.8304106558	17844	5391
0.0345	0.007426	0.028812	0.168	0	3	2	1.01	0.00901250943115238	0.902085583462056	0.889772807709517	4875	1023
0.0234	0.331234	0.830558	14.826282	0.7575	12	0	4.93	0.00567829	0.988523932425504	0.92769265770845	6453	2282
0.0187	0.134799	0.906781	11.963988	0.5128571429	7	0	19.94	0.00802752	2.3834623382	1.6338923746	8511	4832
0.0232	0.016507	1.045696	17.166027	0.6733333333	21	0	13.3	0.00146097	1.0546935656	0.3416789248	7818	6558
0.011	0.091686	0.817336	8.20707	0.64	4	0	24.03	0.00980764	0.9085551421	0.6073983801	9463	3743
0.0092	0.088795	0.840232	15.019037	0.505	2	1	15.54	0.010345525	0.7134589123	0.587904471	8930	3025
0.006	0.065622	0.934446	8.355804	0.815	2	2	16.5	0.00720497795443479	0.750148470332832	0.3929683281	15257	3530
0.0077	0.185272	1.33578	8.580597	0.79	6	1	63.18	0.00842843	3.2719225666	1.2549126803	20100	2749
0.013	0.201146	0.86682	9.802979	0.6	4	0	17.93	0.00848042	4.6796221889	2.3861787065	8829	1421
0.0242	-0.010869	0.090208	0.015795	0.325	10	2	7.72	0.00968802179604292	1.01098675994045	1.02961193260311	5698	836
0.0078	0.16963	0.60371	7.510023	0.8533333333	3	0	14.79	0.01439598	1.67633679578475	1.364332012	14716	1167
0.012	0.408841	1.660384	19.042332	0.6888461538	26	1	3.55	0.002766895	0.5460073059	0.4124686117	18355	7058
0.0279	-0.082778	0.253178	0.284676	0.2727272727	22	2	6.38	0.00925701262708074	0.960655073439426	1.00168300154334	3302	2181
0.0165	0.721846	1.871755	31.198668	0.48	11	0	18.7	0.00341765	1.6104279752	1.3658856589	1276	995
0.0133	0.112633	0.983615	27.702953	0.456	5	1	15.51	0.00441608	0.4915214372	0.3684696401	6637	5351
0.0121	0.180744	1.321691	9.939395	0.1533333333	3	1	24.04	0.00694096	1.8429813013	0.5131582105	20939	3449
0.0171	0.732735	1.862207	8.67083	0.66	3	2	68.83	0.00607502064065372	1.60060954238508	1.5108805904	21059	1687
0.0204	0.718079	1.88191	12.3495	0.5433333333	12	1	34.41	0.00846281	1.7074410445	1.1952628844	8392	1277
0.015	0.551417	1.739664	4.366215	0.7373684211	19	2	27.58	0.005893284196295	1.37458063418756	1.49006092856209	11967	1346
0.0115	0.120184	1.73748	2.385893	0.2963636364	11	2	63.76	0.00622764239780024	1.88623241336977	1.94055189177216	15078	1338
0.0222	0.074539	1.211208	6.864611	0.44	1	1	91.16	0.00288707	1.3334842504	1.7193380147	12176	1980
0.0325	0.791691	1.860711	13.301626	0.1772727273	11	2	7.52	0.00627158383917482	1.89825759297923	2.5698221182	9288	2047
0.034	0.015684	0.081589	0.880605	0	0	2	7.42	0.0059046132458247	1.1802838167336	1.56581497472646	5352	281
0.0068	0.062696	0.640984	5.6810088366467	0.62	11	2	12.13	0.00862882524929012	1.71697409572856	1.52851074643484	3099	1151
0.0043	0	0	0.589768	0	0	2	35.9	0.00510479797318389	0.751026343048655	0.733775860316119	2072	281
0.0384	0.399041	1.024484	17.522389	0.3821052632	19	0	11.11	0.00370726	1.8973329073	0.8844511154	6119	3622
0.0052	0	0	0.13424	0	0	2	14.77	0.0118401733988893	0.978894467381466	1.00638411077404	4816	1941
0.0128	0	0	0.797973	0	0	2	4.96	0.00593701626378138	0.821383277171501	0.695273311814269	6415	2528
0.0105	-0.399226	0.810328	0.020619	0.5338461538	13	2	31.53	0.00600321387448089	1.30331234127155	1.09883405524793	4559	1955
0.0084	-0.068229	0.101787	0.238284	0.5515	20	2	25.4	0.00834421729302931	0.790742212700816	0.765732602385268	5804	4961
0.0272	0.023245	0.416711	6.781861	0.3333333333	6	2	10.71	0.00613624672216324	1.65899994853243	1.22124044790884	5116	2730
0.0417	0	0	0.149123	0.2608695652	23	2	0	0.00443231132399057	0.996425491037727	1.02546683889659	3762	897
0.016	1.135748	2.114623	35.10131	0.679047619	21	0	4.54	0.00393996	0.776813133	0.7453923896	6796	2772
0.014	0.603377	1.765782	30.253726	0.8358333333	12	1	3.99	0.00505407	1.4901070446	0.5635896082	13619	5211
0.0041	0	0	0.514422	0	0	2	1.18	0.0115013590799431	1.90924532830627	1.39659406182316	7142	1199
0.0183	0.130703	1.310344	23.550278	0.5347619048	21	0	6.42	0.01021915	0.9730858573	0.9331002482	14947	8121
0.0179	0.79683	1.901561	23.732412	0.674	5	0	19.17	0.00610434	2.5920834538	2.3577788021	11826	1675
0.0111	0.266093	1.845223	15.154217	0.5	2	1	38.85	0.00606077	0.9519042916	1.0060711033	6118	1616
0.0196	-0.058468	0.122481	0.472608	0.3333333333	3	2	16.18	0.00818642997006949	0.70314275366927	0.7457490357	6115	3718
0.0144	0.637121	1.634616	32.356509	0.4373076923	26	0	19	0.00189026	0.5452071839	0.2913842592	7774	5609
0.0117	0.089812	1.701469	31.515076	0.4375	4	0	17.57	0.00201958	0.4459399256	0.2846740214	4610	3647
0.0258	-0.006368	0.735575	11.185789	0.5179310345	29	0	10.37	0.01142153	1.55265941430878	1.5704455757	3800	2799
0.0427	0	0	0.624168	0.2888888889	45	2	19.57	0.00977432264142981	0.879203187152746	1.27476418313846	2855	1129
0.0183	0.254665	1.582946	21.796041	0.4644444444	9	2	23.09	0.00646327425943821	1.26221617212293	0.9741260002	3991	2561
0.0319	-0.043175	0.756507	9.323747	0.6430769231	13	0	11.81	0.0043855	1.4504732595	1.5264599829	5146	1641
0.0205	0.38245	1.425331	18.030053	0.31125	8	1	32.28	0.00543614	1.33737975005382	1.5487801215	11979	4521
0.0243	0.522698	1.655958	21.269165	0.77875	8	0	13.59	0.01196099	2.3440486553	1.3212789826	7070	1731
0.0209	0.364073	1.264474	20.721868	0.895	4	0	29.17	0.003429	1.5205780224	1.3101180479	2826	1232
0.0179	0.117608	0.714658	17.846408	0.315	6	0	7.87	0.00159425	0.4376846137	0.3540260903	8936	3133
0.0178	0.431628	1.75554	17.219103	0.53	9	1	40.64	0.00734559	1.6574369965	0.9927560519	9815	3021
0.0346	-0.014703	0.120822	4.007386	0.375	8	2	13.66	0.0111953873487879	0.988957416518322	0.6510956495	7514	1964
0.0307	0.072483	0.590485	5.033589	0.4	5	2	79.2	0.00673847055359749	1.19770045587649	1.0028316401	6252	1512
0.0182	0.814003	1.940932	29.20879	0.67875	8	1	25.57	0.00585139	0.6525269902	0.5692031139	3743	1917
0.0131	0.011289	0.368794	6.030625	0	0	2	10.63	0.0076430979055427	1.03650308778958	1.04640114972504	4898	2406
0.0211	-0.008865	0.265607	5.935631	0.1666666667	6	0	13.76	0.00990554	1.6520649645769	1.0543287733	2843	1076
0.0238	0.075911	0.801975	0.879548	0.4598809524	84	2	3.61	0.00626334300462357	1.14611079478355	1.3870001477	7613	2866
0.0214	0.064885	0.853453	12.974287	0.6739285714	28	0	25.66	0.00070151	0.7262720485	0.7032844062	11706	4728
0.0221	0.28866	1.388844	27.074568	0.6625	12	0	9.33	0.00519981	0.8262943922	0.4165258292	4345	3299
0.0314	0.024726	0.932736	12.448848	1	1	0	0.97	0.00954817	0.9141988403	0.9327180949	5728	2545
0.0329	0.025689	1.392618	6.256243	1	2	1	22.09	0.00822155	2.1799146698	0.8322988353	8449	1504
0.0295	0.121367	1.103117	7.716631	0.315	6	0	41.33	0.00609627	1.90844249805329	1.9150928547	6608	2093
0.0112	0.283165	1.544337	34.460409	0.5486666667	15	1	20.9	0.006919505	1.0537413988	1.307628865	6605	4844
0.0124	-0.034024	0.45998	5.854517	0.7075	8	2	19.34	0.00811064367356163	0.891669180325817	0.814365010555072	9984	6592
0.0108	0.004809	0.292451	5.612119	0.4766666667	3	0	15.32	0.00606015	1.56239859783788	1.1326754428	6783	1331
0.0059	0.118046	1.064491	25.121499	0	0	1	23.06	0.005251485	0.6074356507	0.4870675553	8033	3860
0.0103	0.402558	1.208491	27.33534	0.43	4	0	15.46	0.00229844	0.44185299	0.3261461526	3987	2812
0.0085	0.56289	1.488312	44.944276	0.42	8	0	18.66	0.00595985	0.7156925768	0.8437986889	3293	3029
0.0079	0.31055	1.188175	36.256895	1	4	1	6.66	0.006191605	1.0662617132	1.0914736939	2647	2162
0.0159	-0.097533	1.032312	9.496571	0.6466666667	12	2	17.33	0.00902591567450159	0.754865253754612	0.4132536754	3208	2463
0.0093	0.090211	0.724818	9.325467	0.856	5	2	15.58	0.00655859764210868	0.76460480408453	0.5388098928	6420	5424
0.0131	0.564686	1.210302	33.390481	0.4833333333	6	2	1.02	0.00814764882842095	0.873195586748225	0.4376653051	2826	1681
0.0223	-0.006513	0.86232	25.665759	0.274	5	0	8.53	0.00338549	0.746896354631442	0.7874908539	3490	1866
0.0126	0.00501	0.288144	5.564529	0.20125	8	2	29.43	0.00911311358723477	0.959518096511837	0.844696597562868	5145	3845
0.0121	-0.022884	0.304673	6.537714	0.5261538462	13	2	28.17	0.00763451411820942	1.41519365311631	1.6568599076	13178	11269
0.0127	-0.009335	0.115768	0.182071	0.375	8	2	24.09	0.0108496802045054	2.46669460699678	1.69133030978816	3062	791
0.0203	-0.026279	1.674821	3.783406	0.6257575758	33	2	26.18	0.00727025634149737	2.09212082028915	1.75651723610103	7334	2612
0.0176	0.21254	1.375347	14.103705	0.7158139535	43	1	36.29	0.00531174	2.5845256817	3.1001064435	10337	3250
0.0159	0.203488	1.512304	12.806592	0.5128571429	35	2	19.38	0.00736794807121031	1.85593920604243	1.58538587774668	8040	2826
0.0082	0.290993	1.248329	34.939797	0.5733333333	6	1	19.31	0.008118115	0.5017865021	0.402809558	15481	12603
0.0068	0.375638	1.641237	31.127743	0.6766666667	3	1	10.65	0.008394605	0.7753339536	0.6689239518	4740	2740
0.012	0.298271	1.338234	31.410713	0.4408333333	12	0	26.78	0.00336148	1.2064823489	0.3498126626	16503	11672
0.0219	0.271924	1.174076	10.823588	0.3709090909	11	1	100.11	0.00658257	1.3785004153	0.8805245766	16144	3485
0.0175	0.047593	0.501576	7.198035	0.21	1	2	42.84	0.00715606063653261	2.01948082785238	1.70082046054147	11248	1200
0.0056	0.854618	1.948667	24.207942	0.44	8	0	7.72	0.00217365	0.8336551897	0.9879150952	3727	2224
0.0156	0.245838	0.805786	21.804028	0.5509090909	44	0	45.12	0.00928587	0.5438415309	0.3959668518	11545	6883
0.02	-0.004437	0.297351	5.528919	0.3333333333	3	2	85.93	0.00771186891771396	0.892537807801126	0.78279714743315	11688	6094
0.0154	0.192547	1.289547	10.968253	1	1	1	22.41	0.002312765	1.5402045054	1.1506401855	8741	1574
0.0145	0.200992	1.238014	15.345988	0.315	2	0	16.11	0.00565616	0.3141222261	0.2099337025	9970	4112
0.0098	0.060898	1.130485	19.244963	0	0	0	13.96	0.00054378	0.680936262	0.5756817347	6105	3765
0.023	0.327101	1.230827	9.112838	0.804	15	0	2.85	0.00623713	1.4223804733	1.6520733971	29281	6359
0.0127	1.160912	1.94266	8.790079	0.6666666667	3	0	11.64	0.00077251	0.3714137302	0.2622915664	24383	3085
0.0078	0.289662	1.388897	28.750177	0.1728571429	7	0	12.41	0.00228573	1.4157527521	0.9427631651	5634	4460
0.0046	0.182202	0.445901	14.021298	1	1	0	13.93	0.00277464	0.4739239641	0.7710252611	9367	7224
0.0149	0.087712	0.71838	25.266365	0.505	14	0	20.42	0.00701876	0.3517303379	0.24960733	7394	4889
0.0123	0.906561	1.975005	32.247698	0.346	5	0	13.58	0.0009083	1.5198660119	0.8047437246	3910	1840
0.0065	0.576117	1.674649	49.900795	0.3966666667	3	0	6.7	0.0027571	2.0196537176	1.07731882248062	4027	2979
0.0159	0.094227	1.083021	9.288975	0.5	2	0	2.78	0.00943885	0.90047647617783	0.765988981502442	10449	2028
0.0224	0.097557	1.35271	10.982766	0.8133333333	3	1	11.48	0.008086355	1.1511710067	1.0741422062	14332	3859
0.0239	0.205808	0.913155	17.771736	0.77	15	0	0	0.00216703	0.5845915148	0.5117524134	10455	5692
0.0259	0.020144	0.962561	9.182683	0.5293333333	15	0	4.09	0.00556844	1.82558458993194	1.84471688950107	3944	1170
0.0123	0.722213	1.696334	31.946123	0.8575	16	0	10.8	0.00647585	0.9329853003	0.871730783	4965	2570
0.0143	0.392789	1.58266	20.716308	0.804	15	0	8.58	0.01108789	0.8022103427	0.6844950312	8088	4529
0.0158	0.133886	1.539042	11.191474	0.516	15	0	42.38	0.00942268	1.2846873372	1.3289329077	10884	3914
0.03	0.502411	1.69338	8.984656	0.4625	8	0	68.45	0.00862349	1.6252423612	1.5705500551	10297	1937
0.021	0.041771	0.990167	7.391097	0.13	1	0	9.77	0.00771002	0.834738152135236	0.511931507	6515	2377
0.0146	0.064983	0.70359	0.190268	0.3695238095	21	2	0	0.00544921282283388	0.923851521738839	0.788595035460742	25225	19267
0.0148	-0.011549	0.048852	0.04769	0.3866666667	6	2	5.81	0.00827498346809173	0.861812330219216	0.771883690539615	7769	2956
0.0215	-0.231673	0.431574	5.5541945423704	0.49125	8	2	9.44	0.00542833102510966	0.775842632302332	0.678070799873974	2375	2254
0.0134	-0.05071	0.707893	6.292845	0.43	1	1	0	0.00784363	1.2652269879	0.8358190195	10748	3809
0.0134	0	0	1.145022	0	0	2	3.6	0.00745767136245211	3.06272702594596	1.80385744103187	8085	559
0.0032	0	0	0.049947	0.25	4	2	4.33	0.0086767880374726	0.679123183943062	0.662197295118618	9350	2464
0.0113	0	0	1.31822	1	1	2	3.28	0.0072334135627784	1.40979043891745	0.987568522775778	10829	875
0.0129	0.033633	0.104655	0.934792	0.5	2	2	2.79	0.00707974880950965	0.777063826526812	0.6481878348	9761	4871
0.0108	0.002369	0.022799	0.050377	0	3	2	0	0.00493915126075496	0.976909434812813	0.728804776	7285	4953
0.0075	-0.009751	0.045493	0.111526	0.629	10	2	2.46	0.00940098911482457	0.959639586761233	0.87703727001071	12997	5158
0.0147	0	0	0.270133	0	1	2	0	0.00817551135152269	0.894400445620659	0.722943865034233	12442	1942
0.0068	-0.008448	0.115118	0.217096	0.26	3	2	3.1	0.00596319544117338	0.648896504700501	0.209987785	16419	9736
0.0146	-0.008703	0.090285	0.093146	0.25	4	2	0	0.0064174490721066	0.643881923564232	0.5195452875	31676	14415
0.0063	-0.121746	0.405315	0.722304	0.23	4	2	0	0.0067479549623503	1.08561465606486	0.921279981134418	22413	5056
0.0128	0.160537	0.943051	9.374254	0.6942857143	7	0	15.43	0.00480913	0.4398628089	1.7397194634	4692	1202
0.0129	0.259577	0.904845	22.139038	0.415	6	2	20.97	0.00649918315308448	0.696430487539152	0.4324753336	21005	14355
0.0178	0.68585	1.647715	11.768978	0.5	10	0	7.96	0.00301102	1.736079421	0.9798895173	19747	3788
0.0145	0.540927	1.475716	15.924767	0.492	20	0	29.92	0.00668513	0.959640215770658	0.778716121791827	15545	4971
0.0188	0.140053	0.896334	20.704328	0	0	0	0.05	0.00413994	0.696060753	0.6333687233	5222	4410
0.0189	0.335869	1.237077	28.354243	0.639375	16	0	0	0.00502564	1.6603949621	0.4149679203	5492	3505
0.0108	0.33252	1.720861	37.892779	0.720625	16	0	0	0.00295463	1.4987339942	1.7054015997	10954	8920
0.015	0.198006	1.364705	21.363169	1	1	0	6.43	0.00429898	0.5106722868	0.5301986069	5251	3167
0.0125	0.235059	1.336815	12.82668	0.5183333333	6	0	9.96	0.00396386	1.5417589675	0.529941381	12050	3282
0.0102	0.098697	1.030887	9.039207	0.6825	4	2	0	0.0079097654542523	1.02947026596669	0.877712034680143	10687	2307
0.0106	-0.031883	0.247296	5.139696	0	1	2	0	0.00623561533104691	0.92149951900092	0.812573169459359	2169	1730
0.0095	0.313337	1.132014	26.063593	0.7309090909	11	1	5.91	0.005111975	1.637042549	0.3575671218	9553	6512
0.0087	0.279042	1.600325	26.539325	1	2	2	22.24	0.00720921073113694	0.824707660759253	0.4918914295	6993	3031
0.0145	0.125656	0.640385	21.787228	0.6425	4	1	0	0.011478585	0.5051231166	0.3443225178	9388	6165
0.0091	0.275082	1.343743	23.183003	1	2	0	7.02	0.0067019	1.4058542502	1.5615651948	9631	6849
0.0193	0.024532	0.549878	13.993442	0.625	8	2	18.11	0.00812485798545838	2.23665031402569	2.7539705887	3736	1574
0.0157	0.343016	1.354476	11.359248	0	0	1	17.25	0.00772899	1.9383365932	0.5182265051	9840	1839
0.0083	0.184636	1.192008	22.959581	0.5164444444	45	0	0	0.0041848	0.516602151	0.3733497281	28885	21002
0.0208	0.473072	1.586802	33.823695	0.889375	16	0	0	0.01136615	0.76829646305358	0.4202667518	7107	4846
0.0203	0.626299	1.594929	41.698694	0.69	2	1	7.88	0.00384258	0.981910110745709	0.923808365935807	2909	1570
0.0255	0.401402	1.375393	33.255021	0.8023529412	17	0	19.99	0.00590557	0.4364553225	0.5149749782	7519	4786
0.0229	0.830479	2.144352	29.142483	0.6033333333	33	0	10.71	0.00825068	0.9969610263	0.5917524752	3632	1310
0.0125	1.058188	2.230145	25.088228	0.4275	8	0	14.66	0.00828126	1.3239161414316	1.0139913561	3933	1067
0.0137	0.304148	1.043212	18.162396	0.6475	4	1	2.46	0.005029055	0.8063783117	1.5057347598	1678	579
0.0074	0.094219	1.801813	0.760124	0.5375	8	2	42.67	0.00760682033473858	1.7969646027747	4.6498676367	2420	2324
0.0176	-0.056567	0.827786	4.53751	0.25	1	0	14.31	0.01785806	1.20195447185112	0.948746809415294	3639	1811
0.0179	0.333238	0.970888	4.676375	0.4363636364	11	2	12.84	0.00725637363466127	1.02693027015385	0.651011763	7691	5223
0.0166	0.478614	1.596104	31.309628	0.5438461538	13	0	18.9	0.00661867	1.071873937	1.0426250766	3199	2182
0.0204	0.247679	1.445557	34.54653	0.5876190476	21	0	0	0.00988945	0.5284760925	0.4516742192	7436	5808
0.0221	-0.027275	0.784718	5.205513	0.25	4	2	34.14	0.00861324189655976	2.04819313411552	1.88491998493473	7890	867
0.0266	0.344118	1.274457	18.93594	0.76875	8	0	45.43	0.00834229	1.0017136402	1.0598001714	11536	3702
0.0121	0.233491	1.711935	28.132754	0.5470588235	17	1	25.73	0.006803685	2.1306895192	1.3343774996	6094	3227
0.0186	0.269341	1.357971	23.58995	0.8644444444	9	1	27.9	0.00754159	0.4203805022	0.3718137743	9522	4521
0.0119	1.244989	2.265346	27.669516	0.695	2	1	17.36	0.003719505	0.9283578323	1.4038414241	8247	1106
0.0155	0	0	1.826149	0.395	22	2	3.8	0.00960098701838781	1.2662057751416	1.08849020423175	13293	722
0.0153	0.47638	1.589927	15.769028	0.625	8	0	9.97	0.00892206	1.9789822019	1.1423277644	14229	4272
0.0166	0.593649	1.5988	36.691284	0.4645	20	0	3.95	0.01019285	0.8905000939	0.7730923521	11645	8413
0.0286	0	0	1.140061	0	0	2	0.32	0.0107769266406344	2.60968684067833	1.65187531116349	8250	957
0.0359	-0.036425	1.482332	9.397499	0.78	12	2	0	0.00874463677925238	0.809650031795434	0.8175290729	4878	2694
0.0282	0.040853	0.770335	19.520217	0.5176190476	42	2	0	0.0049611670196969	0.92177014333927	0.3331179627	13800	9727
0.0173	0.398968	1.743215	15.884461	0.5292307692	13	1	18.18	0.006546705	0.9427205341	0.5876784403	23966	6768
0.0359	0.724051	2.198106	5.796165	0.604	15	0	47.06	0.00869151	1.806918594	1.90683843914399	20860	1388
0.0408	0.030948	0.534129	3.168122	0.632	5	2	76.98	0.00746433658138191	1.65036413877688	1.359458054	6986	556
0.0225	0.015435	0.232399	0.779334	0.5566666667	12	0	7.99	0.01293461	2.33532407269682	1.5730302734	5284	730
0.0191	0.013429	0.35609	1.711224	0	2	2	3.74	0.00788961120632478	1.34949401835386	1.01942435323469	5809	913
0.0346	0	0	0.856365	0.25	4	2	0	0.0096404950741834	2.5287745161007	2.7646048341	4132	707
0.0426	-0.030254	0.345384	4.823392	0.86	3	2	0	0.0072459064586774	2.26075553850731	2.22691460922431	3638	629
0.0279	-0.050346	0.355884	2.635917	0.51	13	1	6.84	0.007594665	2.24889522681483	1.9294864364662	7729	670
0.0253	0.00097	0.342321	2.024041	0.152	5	0	37.59	0.01390929	1.59910013473258	1.5132472302837	19238	772
0.0313	0.033569	0.302463	3.583987	0.54	1	1	3.88	0.0102047	1.6138630979	1.2897119187	15818	630
0.0418	0.040569	0.410681	3.622184	0	0	0	9.2	0.01123399	1.66043319860222	1.139809111	5193	863
0.0202	-0.027212	0.638573	7.802645	0.5	2	0	14.95	0.01381267	2.0429140643	1.0092884355	3025	1241
0.0239	0.350646	1.338806	29.3352	0.8105882353	17	0	0	0.0117266	0.8043876023	0.3633988506	5983	4766
0.0244	0.263251	1.455438	15.613243	0.5629411765	17	0	29.63	0.00238116	1.0611316681	1.4726842756	16862	6054
0.0305	-0.057028	0.772867	2.697784	0.1325	4	2	0	0.00816284224484333	1.62948591871718	1.42217109033668	10423	1098
0.0135	0.377655	1.600171	50.442833	0.5685714286	7	1	0	0.006291755	0.4424387216	0.2234378964	2965	2643
0.0161	0.614798	1.8384	36.950712	0.7254166667	24	0	0	0.00543825	1.0995356946	0.7857204548	2668	2096
0.0301	0.480559	1.425315	28.691242	0.4155555556	9	1	10.79	0.00481244	0.5488437559	0.2797961066	8118	3995
0.0314	0.007696	0.329461	2.185342	0	1	2	7.37	0.00978264237518298	1.22688222324691	0.980933980974122	7675	374
0.0215	0.270678	1.36219	16.313633	0.6775	8	1	10.9	0.007396195	1.196956397	0.4432300086	8333	4165
0.0208	0.210533	0.874513	19.347182	0.6376923077	13	0	4.93	0.01233628	0.5398869465	0.2532467942	6547	5029
0.0266	0.344158	0.77368	14.231328	1	1	1	2.31	0.002054995	0.671777362	0.3829342383	4472	2079
0.0252	0.296497	1.321686	14.576501	0.5333333333	9	2	43.98	0.00647427552889281	1.07624629836215	0.7963266412	7196	2233
0.0192	-0.023729	1.122175	7.349419	0.5783333333	12	1	29.42	0.01195519	0.9161797512	0.6241849114	6973	2203
0.0331	-0.102649	1.044531	7.878017	0.485	8	2	12.67	0.00878157059029334	1.88120505890564	1.5379710702	4226	1672
0.0202	0.217754	0.897257	19.816094	1	1	1	38.59	0.005866885	0.8306331923	0.7332778725	5443	2208
0.0182	0.046967	0.252584	7.254476	0	0	2	23.35	0.00708348729526166	1.25389124392608	0.990268375046064	6647	1001
0.0271	-0.031464	0.899441	5.73731	0.6733333333	3	0	31.81	0.01056197	1.2451004318	1.0333155759	4610	916
0.0231	0.399409	1.505633	32.075243	0.6152631579	19	0	20.57	0.00857074	0.6428479016	0.443774889	4419	3375
0.0376	0.497497	2.010396	13.278232	0.8781818182	11	1	30.05	0.0045579	0.9817501343	0.961828242902112	2816	542
0.0342	0.040885	0.909452	13.43833	0.5375	8	0	24.86	0.00612041	2.10100097830134	1.7792757896	2635	1128
0.021	0.595891	1.418042	30.884769	0.4485714286	7	0	53.53	0.00681775	1.8254739854	1.8031582782	5758	3563
0.0277	0.06396	1.162048	1.702198	0.6857142857	7	2	9.39	0.00532250771470506	1.68455585736122	1.29333986840215	4231	1134
